Monster		Members	Combat level	Hitpoints	Attack level	Defence level	Magic level	Ranged level	Stab defence	Slash defence	Crush defence	Magic defence	Light Ranged defence	Standard Ranged defence	Heavy Ranged defence
Aviansie - Level 92	Aviansie Level 92	Members	92	95	1	100	1	90	0	0	0	0	-20	0	0
Dust devil - Wilderness Slayer Cave	Dust devil Wilderness Slayer Cave	Members	93	105	105	40	1	1	0	0	0	0	0	0	0
Scarab Mage - Level 93	Scarab Mage Level 93	Members	93	50	90	90	70	1	40	90	90	34	0	0	0
Werewolf - God Wars Dungeon (2)	Werewolf God Wars Dungeon (2)	Members	93	92	77	85	1	1	-21	-21	-21	-21	-21	-21	-21
Werewolf - God Wars Dungeon (1)	Werewolf God Wars Dungeon (1)	Members	93	92	77	85	1	1	-21	-21	-21	-21	-21	-21	-21
Nazastarool - Ghost	Nazastarool Ghost	Members	93	80	85	80	0	0	0	0	0	0	0	0	0
Dust devil - Smoke Dungeon	Dust devil Smoke Dungeon	Members	93	105	105	40	1	1	0	0	0	0	0	0	0
Lesser demon (The Scar) - Level 94 (ranged)	Lesser demon (The Scar) Level 94 (ranged)	Members	94	80	110	110	110	110	0	0	0	0	0	0	0
Lesser demon - Level 94	Lesser demon Level 94	Members	94	98	80	85	1	1	0	0	0	-10	0	0	0
Lesser demon - Level 94 (Wilderness Slayer Cave)	Lesser demon Level 94 (Wilderness Slayer Cave)	Members	94	110	68	71	1	1	0	0	0	-10	0	0	0
Lesser demon (The Scar) - Level 94 (melee)	Lesser demon (The Scar) Level 94 (melee)	Members	94	80	110	110	110	110	0	0	0	0	0	0	0
Skeleton (mage)	Skeleton (mage)	Members	94	85	70	80	110	1	50	40	0	0	40	40	40
Aviansie - Level 94	Aviansie Level 94	Members	94	75	1	115	1	96	0	0	0	0	-20	0	0
Lesser demon (The Scar) - Level 94 (mage)	Lesser demon (The Scar) Level 94 (mage)	Members	94	80	110	110	110	110	0	0	0	0	0	0	0
Mouse - Light	Mouse Light	Members	95	70	95	86	1	1	30	55	65	50	60	60	60
Mouse - Dark	Mouse Dark	Members	95	70	95	86	1	1	30	55	65	50	60	60	60
Ankou - Level 95	Ankou Level 95	Members	95	60	100	100	1	1	0	0	0	0	0	0	0
Zombie (Tarn's Lair) - Level 95	Zombie (Tarn's Lair) Level 95	Members	95	92	85	75	1	1	20	20	0	0	10	10	10
Treus Dayth - In combat	Treus Dayth In combat	Members	95	100	70	100	1	1	5	5	5	-5	5	5	5
Scarred greater demon - Level 95	Scarred greater demon Level 95	Members	95	87	76	81	1	1	0	0	0	-10	0	0	0
Stranger	Stranger	Members	95	80	90	80	1	1	81	93	98	1	82	82	82
Elite Khazard Guard - 1	Elite Khazard Guard 1	Members	95	85	80	80	30	1	44	38	30	0	0	0	0
Elite Khazard Guard - 3	Elite Khazard Guard 3	Members	95	85	80	80	30	1	44	38	30	0	0	0	0
Elite Khazard Guard - 2	Elite Khazard Guard 2	Members	95	85	80	80	30	1	44	38	30	0	0	0	0
Dark Ankou	Dark Ankou	Members	95	60	100	100	1	1	0	0	0	0	0	0	0
Elite Khazard Guard - 4	Elite Khazard Guard 4	Members	95	85	80	80	30	1	44	38	30	0	0	0	0
Mummy (Ancient Pyramid sarcophagus) - Level 96	Mummy (Ancient Pyramid sarcophagus) Level 96	Members	96	1	255	50	1	1	100	100	100	0	0	0	0
Wighted Leech	Wighted Leech	Members	96	5	1	1	1	1	0	0	0	0	0	0	0
Warped Terrorbird - Level 96	Warped Terrorbird Level 96	Members	96	150	60	20	60	40	50	50	0	0	62	62	62
Strong Warrior	Strong Warrior	Members	96	30	25	80	1	80	0	0	0	0	0	0	0
Aberrant spectre	Aberrant spectre	Members	96	90	1	90	105	1	20	20	20	0	15	15	15
Elite Dark Mage - Female	Elite Dark Mage Female	Members	96	80	25	80	80	25	5	10	15	50	5	0	10
Elite Dark Ranger - Male	Elite Dark Ranger Male	Members	96	80	25	80	40	80	5	0	20	60	10	5	15
Elite Dark Warrior - Female	Elite Dark Warrior Female	Members	96	80	80	80	40	25	15	20	10	-10	40	30	15
Elite Dark Ranger - Female	Elite Dark Ranger Female	Members	96	80	25	80	40	80	5	0	20	60	10	5	15
Elite Dark Mage - Male	Elite Dark Mage Male	Members	96	80	25	80	80	25	5	10	15	50	5	0	10
Cave bug - Level 96	Cave bug Level 96	Members	96	93	82	84	1	1	72	59	35	25	95	95	95
Agile Warrior	Agile Warrior	Members	96	30	25	80	1	80	0	0	0	0	0	0	0
Elite Dark Warrior - Male	Elite Dark Warrior Male	Members	96	80	80	80	40	25	15	20	10	-10	40	30	15
Araxyte - Level 96	Araxyte Level 96	Members	96	60	80	60	60	1	60	30	20	20	20	20	20
Ice wolf - Level 96	Ice wolf Level 96	Members	96	70	100	70	1	1	0	0	0	0	0	0	0
Rocnar	Rocnar	Members	97	100	80	80	0	0	0	0	0	0	0	0	0
Skeleton Hellhound - Quest	Skeleton Hellhound Quest	Members	97	55	70	100	1	1	0	0	0	0	0	0	0
Skeleton Hellhound - Normal	Skeleton Hellhound Normal	Members	97	55	70	100	1	1	0	0	0	0	0	0	0
Armadylean guard	Armadylean guard	Members	97	132	1	82	80	90	0	0	0	3	0	0	0
Aviansie - Level 97 (1)	Aviansie Level 97 (1)	Members	97	98	1	100	1	99	0	0	0	0	-20	0	0
Defiler - Level 97	Defiler Level 97	Members	97	97	0	65	0	117	0	0	0	0	0	0	0
Aviansie - Level 97 (2)	Aviansie Level 97 (2)	Members	97	79	1	115	1	101	0	0	0	0	-20	0	0
Flaming pyrelord	Flaming pyrelord	Members	97	126	98	52	1	1	18	18	18	0	18	18	18
Wallasalki - 2	Wallasalki 2	Members	98	120	10	80	100	1	100	150	175	250	10	10	10
Karil the Tainted	Karil the Tainted	Members	98	100	1	100	1	100	79	71	90	106	100	100	100
Ancient Wizard - Mage	Ancient Wizard Mage	Members	98	80	50	20	150	1	0	0	0	0	0	0	0
Sulphur Nagua (Perilous Moons)	Sulphur Nagua (Perilous Moons)	Members	98	100	90	40	50	1	50	50	10	200	200	200	200
Wallasalki - 1	Wallasalki 1	Members	98	120	1	80	100	1	100	150	175	250	-10	-10	-10
Sulphur Nagua	Sulphur Nagua	Members	98	100	90	40	50	1	50	50	10	200	200	200	200
Ahrim the Blighted	Ahrim the Blighted	Members	98	100	1	100	100	1	103	85	117	73	0	0	0
Zombie (Tarn's Lair) - Level 98	Zombie (Tarn's Lair) Level 98	Members	98	96	85	81	1	1	20	20	0	0	10	10	10
Ankou - Level 98	Ankou Level 98	Members	98	100	75	80	1	1	0	0	0	0	0	0	0
Mummy (Ancient Pyramid sarcophagus) - Level 98	Mummy (Ancient Pyramid sarcophagus) Level 98	Members	98	10	255	50	1	1	100	100	100	0	0	0	0
Nail beast - Level 98	Nail beast Level 98	Members	98	65	215	30	1	1	0	0	0	0	0	0	0
Monkey Zombie - Level 98	Monkey Zombie Level 98	Members	98	60	150	60	60	1	0	0	0	0	0	0	0
Locust rider - Ranger	Locust rider Ranger	Members	98	90	105	50	1	90	50	90	50	34	66	66	66
Revenant demon	Revenant demon	Members	98	80	83	80	120	80	124	118	130	85	90	90	90
Ancient Wizard - Ranger	Ancient Wizard Ranger	Members	98	80	50	20	80	150	0	0	0	0	0	0	0
Scarab Swarm (Beneath Cursed Sands)	Scarab Swarm (Beneath Cursed Sands)	Members	98	5	255	2	1	1	-100	-100	-100	-100	-100	-100	-100
Scarab Swarm - Pyramid Plunder	Scarab Swarm Pyramid Plunder	Members	98	25	255	30	1	1	90	90	5	90	90	90	90
Scarab Swarm - Normal	Scarab Swarm Normal	Members	98	25	255	30	1	1	90	90	5	90	90	90	90
Giant frog - Level 99	Giant frog Level 99	Members	99	100	100	65	1	1	0	0	0	0	0	0	0
Tentacle (Temple Trekking) - Visible	Tentacle (Temple Trekking) Visible	Members	99	75	115	75	50	115	0	0	0	0	0	0	0
Wyrm - Idle	Wyrm Idle	Members	99	130	85	80	80	80	10	50	50	50	20	20	10
Wyrm - Attacking	Wyrm Attacking	Members	99	130	85	80	80	80	10	50	50	50	20	20	10
Soldier (tier 5)	Soldier (tier 5)	Members	99	90	85	86	1	1	0	0	0	0	0	0	0
Tentacle (Temple Trekking) - Submerged	Tentacle (Temple Trekking) Submerged	Members	99	75	115	75	50	115	0	0	0	0	0	0	0
Agrith Naar - Normal	Agrith Naar Normal	Members	100	95	83	82	100	100	0	0	0	0	0	0	0
Ulfric	Ulfric	Members	100	60	100	100	1	1	0	0	0	0	0	0	0
Zombie (Tarn's Lair) - Level 100	Zombie (Tarn's Lair) Level 100	Members	100	102	86	81	1	1	20	20	0	0	10	10	10
Dagannoth (Horror from the Deep)	Dagannoth (Horror from the Deep)	Members	100	120	78	81	1	50	0	0	0	0	0	0	0
Asyn Shade - Shadow	Asyn Shade Shadow	Members	100	90	102	70	0	0	0	0	0	0	0	0	0
Giant skeleton (Tarn's Lair)	Giant skeleton (Tarn's Lair)	Members	100	110	84	80	1	1	50	40	0	0	40	40	40
Greater demon - Level 100	Greater demon Level 100	Members	100	115	90	80	1	1	0	0	0	-10	0	0	0
Ice troll grunt	Ice troll grunt	Members	100	80	100	60	1	1	30	60	30	0	0	0	0
Asyn Shade - Shade	Asyn Shade Shade	Members	100	90	102	70	0	0	0	0	0	0	0	0	0
Feral Vampyre - Level 100	Feral Vampyre Level 100	Members	100	135	105	30	0	0	0	0	0	0	0	0	0
Dagannoth mother - Normal	Dagannoth mother Normal	Members	100	120	78	81	1	50	150	150	150	50	50	50	50
Scion	Scion	Members	100	50	120	80	1	100	0	0	0	-10	0	0	0
Terror dog - Level 100	Terror dog Level 100	Members	100	82	100	74	1	1	0	0	0	0	0	0	0
Spawn (Dragon Slayer II)	Spawn (Dragon Slayer II)	Members	100	80	100	60	1	1	5	15	15	0	5	5	5
Irvig Senay	Irvig Senay	Members	100	125	76	81	0	0	27	31	29	-1	29	29	29
Sea troll - Level 101	Sea troll Level 101	Members	101	80	90	90	1	1	0	0	0	0	0	0	0
Trapped Soul - Hard	Trapped Soul Hard	Members	101	100	100	20	1	1	0	0	0	0	0	0	0
Dad - Normal	Dad Normal	Members	101	120	60	50	0	0	25	25	40	200	200	200	200
Brawler - Level 101	Brawler Level 101	Members	101	113	47	93	0	0	0	0	0	0	0	0	0
Scarred hellhound	Scarred hellhound	Members	101	25	105	50	1	1	0	0	0	0	0	0	0
Tree spirit (Lost City) - Normal	Tree spirit (Lost City) Normal	Members	101	85	90	80	1	1	0	0	0	0	0	0	0
Ent - Wilderness	Ent Wilderness	Members	101	105	80	75	1	1	50	70	70	40	30	30	30
Greater demon - Level 101	Greater demon Level 101	Members	101	120	90	50	1	1	0	0	0	-10	0	0	0
Tree spirit (Lost City) - Quest	Tree spirit (Lost City) Quest	Members	101	85	90	80	1	1	0	0	0	0	0	0	0
Knight of Saradomin - Level 101	Knight of Saradomin Level 101	Members	101	108	75	82	60	1	12	14	13	0	13	13	13
Earth Warrior Champion	Earth Warrior Champion	Members	102	108	84	84	1	1	0	0	0	0	0	0	0
Frenzied ice troll grunt	Frenzied ice troll grunt	Members	102	80	100	60	1	1	30	60	30	0	0	0	0
Corrupted Wolf	Corrupted Wolf	Members	102	52	159	22	22	0	0	0	0	0	0	0	0
Mummy (Ancient Pyramid) - 1 alight	Mummy (Ancient Pyramid) 1 alight	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Mummy (Ancient Pyramid) - 4	Mummy (Ancient Pyramid) 4	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Mummy (Ancient Pyramid) - 3 alight	Mummy (Ancient Pyramid) 3 alight	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Mummy (Ancient Pyramid) - 1	Mummy (Ancient Pyramid) 1	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
TzHaar-Mej	TzHaar-Mej	Members	103	100	80	80	120	1	0	0	0	0	0	0	0
Mummy (Ancient Pyramid) - 4 alight	Mummy (Ancient Pyramid) 4 alight	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Knight of Saradomin - Level 103	Knight of Saradomin Level 103	Members	103	135	75	70	60	1	10	10	7	0	13	13	13
Mummy (Ancient Pyramid) - 3	Mummy (Ancient Pyramid) 3	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Ithoi the Navigator - NMZ (hard)	Ithoi the Navigator NMZ (hard)	Members	103	160	1	80	90	1	0	0	0	0	0	0	0
Damis - First form	Damis First form	Members	103	90	90	90	1	1	60	60	60	60	60	60	60
Mummy (Ancient Pyramid) - 2 alight	Mummy (Ancient Pyramid) 2 alight	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Mummy (Ancient Pyramid) - 2	Mummy (Ancient Pyramid) 2	Members	103	90	90	90	1	1	90	90	90	0	0	0	0
Frogeel	Frogeel	Members	103	90	91	90	1	1	0	0	0	0	0	0	0
Witch's experiment - Wolf (hard)	Witch's experiment Wolf (hard)	Members	103	113	105	49	1	1	0	0	0	0	0	0	0
Fremennik warband berserker	Fremennik warband berserker	Members	103	48	110	80	110	110	50	50	50	0	75	75	75
Greater demon - Level 104	Greater demon Level 104	Members	104	120	76	81	1	1	0	0	0	-10	0	0	0
Husk (Phosani's Nightmare) - Magic	Husk (Phosani's Nightmare) Magic	Members	104	20	1	20	80	0	20	20	20	80	80	80	80
Frost Nagua	Frost Nagua	Members	104	120	1	40	90	1	50	50	10	60	200	200	200
Husk (Phosani's Nightmare) - Ranged	Husk (Phosani's Nightmare) Ranged	Members	104	20	1	20	0	80	20	20	20	80	80	80	80
Shifter - Level 104	Shifter Level 104	Members	104	83	110	83	60	0	0	0	0	0	0	0	0
Stick	Stick	Members	104	135	60	60	0	0	30	30	50	200	200	200	200
Fremennik warband seer	Fremennik warband seer	Members	104	50	110	80	110	110	50	50	50	30	0	0	0
Fire giant - Level 104	Fire giant Level 104	Members	104	130	65	120	1	1	20	10	10	50	-10	-10	-10
Fremennik warband archer	Fremennik warband archer	Members	104	50	110	80	110	110	0	0	0	75	50	50	50
Ghost (Lassar Undercity)	Ghost (Lassar Undercity)	Members	105	25	100	150	1	1	0	0	0	0	0	0	0
Undead Druid	Undead Druid	Members	105	140	60	60	115	0	40	30	80	140	40	40	40
Revenant ork	Revenant ork	Members	105	105	99	60	110	130	148	150	146	50	148	148	148
Vyrewatch - Level 105	Vyrewatch Level 105	Members	105	90	105	85	105	105	0	0	0	0	0	0	0
Mourner (Song of the Elves) - Level 106	Mourner (Song of the Elves) Level 106	Members	106	100	95	80	1	1	40	60	60	50	40	40	40
Kurask - Big	Kurask Big	Members	106	97	67	105	1	1	0	20	20	0	0	0	0
Cyclops - Level 106	Cyclops Level 106	Members	106	150	95	55	1	1	0	0	0	0	0	0	0
Kurask - Normal	Kurask Normal	Members	106	97	67	105	1	1	0	20	20	0	0	0	0
San Tojalon	San Tojalon	Members	106	120	86	86	0	0	18	22	20	-1	20	20	20
Obor	Obor	Free-to-play	106	120	90	60	1	120	35	40	45	20	20	20	20
Ravager - Level 106	Ravager Level 106	Members	106	83	67	53	0	0	0	0	0	0	0	0	0
Locust rider - Lancer	Locust rider Lancer	Members	106	90	100	90	1	1	90	90	40	0	0	0	0
Ork	Ork	Members	107	110	100	60	1	1	12	14	13	5	13	13	13
Nylocas Athanatos - Normal	Nylocas Athanatos Normal	Members	107	180	1	50	50	1	0	0	0	0	0	0	0
Nylocas Athanatos - Entry	Nylocas Athanatos Entry	Members	107	30	1	40	40	1	0	0	0	0	0	0	0
Spawn of Sarachnis - Level 107	Spawn of Sarachnis Level 107	Members	107	30	150	50	1	1	50	50	20	-10	150	150	150
King Sand Crab - Hidden	King Sand Crab Hidden	Members	107	200	50	100	1	1	0	0	0	0	0	0	0
King Sand Crab - Active	King Sand Crab Active	Members	107	200	50	100	1	1	0	0	0	0	0	0	0
Jogre Champion	Jogre Champion	Members	107	120	86	86	1	1	0	0	0	0	0	0	0
Mourner - Level 108	Mourner Level 108	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Saradomin wizard	Saradomin wizard	Members	108	120	100	80	80	1	0	0	0	30	0	0	0
The Illusive	The Illusive	Members	108	144	72	105	1	1	0	0	0	0	0	0	0
Yt-HurKot - Level 108	Yt-HurKot Level 108	Members	108	60	140	60	120	120	0	0	0	100	100	100	100
Iorwerth Warrior - Iorwerth Camp	Iorwerth Warrior Iorwerth Camp	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Iorwerth Warrior - Iorwerth Dungeon	Iorwerth Warrior Iorwerth Dungeon	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Akkha's Shadow	Akkha's Shadow	Members	108	70	100	30	100	100	60	120	120	10	60	60	60
Elf Warrior - 2	Elf Warrior 2	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Elf Warrior - 1	Elf Warrior 1	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 2	Guard (Prifddinas) 2	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 1	Guard (Prifddinas) 1	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Double agent - Level 108	Double agent Level 108	Members	108	120	100	80	80	1	20	20	20	0	0	0	0
Guard (Prifddinas) - 6	Guard (Prifddinas) 6	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 7	Guard (Prifddinas) 7	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 3	Guard (Prifddinas) 3	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 5	Guard (Prifddinas) 5	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Guard (Prifddinas) - 4	Guard (Prifddinas) 4	Members	108	105	95	80	1	0	50	70	70	60	50	50	50
Armoured zombie (Zemouregal's Fort) - Melee, 5	Armoured zombie (Zemouregal's Fort) Melee, 5	Members	109	110	106	68	1	1	20	20	0	0	10	10	10
Swamp snake - Level 109	Swamp snake Level 109	Members	109	125	70	80	30	30	0	0	0	0	0	0	0
Armoured zombie (Zemouregal's Fort) - Melee, 4	Armoured zombie (Zemouregal's Fort) Melee, 4	Members	109	110	106	68	1	1	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Melee, 1	Armoured zombie (Zemouregal's Fort) Melee, 1	Members	109	110	106	68	1	1	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Melee, 2	Armoured zombie (Zemouregal's Fort) Melee, 2	Members	109	110	106	68	1	1	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Melee, 3	Armoured zombie (Zemouregal's Fort) Melee, 3	Members	109	110	106	68	1	1	20	20	0	0	10	10	10
Ancient Zygomite	Ancient Zygomite	Members	109	150	80	80	80	80	20	20	20	30	30	30	30
Armoured zombie (Zemouregal's Fort) - Ranged, 1	Armoured zombie (Zemouregal's Fort) Ranged, 1	Members	109	110	106	68	1	94	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Ranged, 2	Armoured zombie (Zemouregal's Fort) Ranged, 2	Members	109	110	106	68	1	94	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Ranged, 5	Armoured zombie (Zemouregal's Fort) Ranged, 5	Members	109	110	106	68	1	94	20	20	0	0	10	10	10
Armoured zombie (Zemouregal's Fort) - Ranged, 3	Armoured zombie (Zemouregal's Fort) Ranged, 3	Members	109	110	106	68	1	94	20	20	0	0	10	10	10
Fire giant - Level 109	Fire giant Level 109	Members	109	150	90	65	1	1	0	3	2	0	0	0	0
Ghast - Level 109	Ghast Level 109	Members	109	135	110	70	30	30	0	0	0	0	0	0	0
Giant snail - Level 109	Giant snail Level 109	Members	109	150	30	75	30	110	0	0	0	0	0	0	0
Experiment No.2	Experiment No.2	Members	109	95	104	90	1	100	45	70	60	60	55	55	55
Abyssal walker (The Scar) - Level 109	Abyssal walker (The Scar) Level 109	Members	109	120	20	95	1	1	75	75	10	75	75	75	75
Armoured zombie (Zemouregal's Fort) - Ranged, 4	Armoured zombie (Zemouregal's Fort) Ranged, 4	Members	109	110	106	68	1	94	20	20	0	0	10	10	10
Sir Bedivere	Sir Bedivere	Members	110	90	99	99	1	1	15	0	190	0	0	0	0
Vyrewatch - Level 110	Vyrewatch Level 110	Members	110	90	110	85	110	110	0	0	0	0	0	0	0
Dust devil - Catacombs of Kourend	Dust devil Catacombs of Kourend	Members	110	130	120	40	1	1	0	0	0	0	0	0	0
Terror dog - Level 110	Terror dog Level 110	Members	110	87	110	78	1	1	0	0	0	0	0	0	0
Asyn shadow (Temple Trekking)	Asyn shadow (Temple Trekking)	Members	110	94	110	80	50	50	0	0	0	0	0	0	0
Tyras guard	Tyras guard	Members	110	110	85	100	1	0	87	84	76	-10	79	79	79
Suqah - 4	Suqah 4	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Slash Bash	Slash Bash	Members	111	100	100	60	1	100	30	30	30	0	0	0	0
Tanglefoot - Normal	Tanglefoot Normal	Members	111	102	97	91	1	1	0	0	0	0	0	0	0
Suqah - 1	Suqah 1	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Blue dragon - Task only, 3	Blue dragon Task only, 3	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - Task only, 4	Blue dragon Task only, 4	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - Task only, 2	Blue dragon Task only, 2	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Suqah - 7	Suqah 7	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Suqah - 5	Suqah 5	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Gargoyle - Upstairs	Gargoyle Upstairs	Members	111	105	75	107	1	1	50	60	-20	20	20	20	-20
Suqah - 6	Suqah 6	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Gargoyle - Basement	Gargoyle Basement	Members	111	105	75	107	1	1	50	60	-20	20	20	20	-20
Suqah - 3	Suqah 3	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Suqah - 2	Suqah 2	Members	111	105	95	95	1	1	50	70	70	90	50	50	50
Blue dragon - Task only, 1	Blue dragon Task only, 1	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - Task only, 5	Blue dragon Task only, 5	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - Ruins of Tapoyauik, 1	Blue dragon Ruins of Tapoyauik, 1	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - 2	Blue dragon 2	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - Ruins of Tapoyauik, 2	Blue dragon Ruins of Tapoyauik, 2	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Rock (Troll)	Rock (Troll)	Members	111	140	70	70	0	0	35	60	35	200	200	200	200
Blue dragon - 3	Blue dragon 3	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - 1	Blue dragon 1	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Ice Queen	Ice Queen	Members	111	104	95	95	1	1	30	40	20	10	30	30	30
Blue dragon - 4	Blue dragon 4	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Blue dragon - 5	Blue dragon 5	Members	111	105	95	95	1	1	10	70	70	60	50	50	15
Enormous Tentacle - Enormous Tentacle	Enormous Tentacle Enormous Tentacle	Members	112	120	1	1	1	150	0	0	0	-15	270	270	270
Sir Pelleas	Sir Pelleas	Members	112	99	95	98	1	1	200	-5	5	0	0	0	0
Ancient Wizard - Melee	Ancient Wizard Melee	Members	112	80	120	20	80	1	0	0	0	0	0	0	0
Warped Jelly	Warped Jelly	Members	112	140	95	70	95	1	0	0	0	0	0	0	0
Khazard warlord - Normal	Khazard warlord Normal	Members	112	170	75	80	1	1	0	0	0	0	0	0	0
Chilled jelly	Chilled jelly	Members	112	140	95	70	95	1	0	0	0	0	0	0	0
Kolodion - Demon	Kolodion Demon	Members	112	107	85	105	80	1	0	0	0	0	0	0	0
Mercenary mage	Mercenary mage	Members	112	150	40	90	150	1	50	40	60	10	5	10	15
Ogre shaman - 5	Ogre shaman 5	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Ogre shaman (Swan Song)	Ogre shaman (Swan Song)	Members	113	99	99	99	1	1	0	0	0	0	0	0	0
Ogre shaman - 4	Ogre shaman 4	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Ogre shaman - 3	Ogre shaman 3	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Ogre shaman - 6	Ogre shaman 6	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Scarred greater demon - Level 113	Scarred greater demon Level 113	Members	113	180	90	40	1	1	0	0	0	-10	0	0	0
Saradomin priest	Saradomin priest	Members	113	89	120	120	125	1	12	14	13	5	13	13	13
Arrg - Normal	Arrg Normal	Members	113	140	70	40	0	70	35	60	35	200	200	200	200
Arrg - Nightmare Zone	Arrg Nightmare Zone	Members	113	140	70	40	0	70	35	60	35	200	200	200	200
Animated Adamant Armour	Animated Adamant Armour	Members	113	99	99	99	1	1	50	25	19	400	400	400	400
Greater demon - Level 113	Greater demon Level 113	Members	113	130	120	50	1	1	0	0	0	-10	0	0	0
Troll general - Sword	Troll general Sword	Members	113	140	70	40	0	0	35	60	35	200	200	200	200
Troll general - Hammer (grey)	Troll general Hammer (grey)	Members	113	140	70	40	0	0	35	60	35	200	200	200	200
Dire Wolf Alpha	Dire Wolf Alpha	Members	113	100	120	80	40	1	0	0	0	0	0	0	0
Ogre shaman - 1	Ogre shaman 1	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Troll general - Hammer (brown)	Troll general Hammer (brown)	Members	113	140	70	40	0	0	35	60	35	200	200	200	200
Ogre shaman - 2	Ogre shaman 2	Members	113	1	1	1	1	1	0	0	0	0	0	0	0
Acidic Araxyte	Acidic Araxyte	Members	114	58	150	50	1	60	25	25	25	-10	25	25	25
Ruptura Araxyte	Ruptura Araxyte	Members	114	58	150	50	1	60	25	25	25	-10	25	25	25
Mirrorback Araxyte	Mirrorback Araxyte	Members	114	58	150	50	1	60	25	25	25	-10	25	25	25
Verac the Defiled	Verac the Defiled	Members	115	100	100	100	1	1	227	230	221	0	225	225	225
Torag the Corrupted	Torag the Corrupted	Members	115	100	100	100	1	1	221	235	222	0	221	221	221
Spiritual warrior - Zamorak	Spiritual warrior Zamorak	Members	115	100	100	100	1	1	0	0	0	0	0	0	0
Spiritual ranger - Bandos	Spiritual ranger Bandos	Members	115	131	1	96	1	121	12	14	13	5	13	13	13
Sir Tristram	Sir Tristram	Members	115	105	99	99	1	1	0	0	225	0	0	0	0
Skeleton Hellhound (Calvar'ion)	Skeleton Hellhound (Calvar'ion)	Members	115	30	110	95	1	1	76	73	10	126	155	155	155
Nylocas Matomenos - Normal Mode Maiden	Nylocas Matomenos Normal Mode Maiden	Members	115	100	100	100	100	100	0	0	0	0	0	0	0
Waterfiend - Slayer task	Waterfiend Slayer task	Members	115	128	0	128	105	105	100	100	10	100	100	100	100
Guthan the Infested	Guthan the Infested	Members	115	100	100	100	1	1	259	257	241	-11	250	250	250
Nechryael - Slayer task	Nechryael Slayer task	Members	115	105	97	105	1	1	20	20	20	0	20	20	20
Nechryael - Normal	Nechryael Normal	Members	115	105	97	105	1	1	20	20	20	0	20	20	20
Nylocas Matomenos - Normal Mode Verzik	Nylocas Matomenos Normal Mode Verzik	Members	115	200	1	50	50	1	0	0	0	0	0	0	0
Waterfiend - Normal	Waterfiend Normal	Members	115	128	0	128	105	105	100	100	10	100	100	100	100
Dharok the Wretched	Dharok the Wretched	Members	115	100	100	100	1	1	252	250	244	-11	249	249	249
Emissary Ascended - 5	Emissary Ascended 5	Members	117	80	120	90	40	1	30	30	50	20	30	30	30
